"namespace","key","English (source — do not edit)","Turkish (edit this column)"
"readings","readers.vespera.displayName","Madame Vespera","Madam Vespera"
"readings","readers.vespera.title","Conduit of the Velvet Veil","Kadife Perdenin Aracısı"
"readings","readers.vespera.tagline","Sit closer, darling. The cards have been waiting.","Daha yakına gel, sevgilim. Kartlar bekliyordu."
"readings","readers.vespera.bio","Three generations of mediums in the family. Vespera reads with reverence, takes her time, and treats every card like it came specifically for you.","Ailede üç kuşak medyum. Vespera saygıyla okur, acele etmez ve her kartı sanki özellikle senin için gelmiş gibi ele alır."
"readings","readers.vespera.intros.0","Three cards, darling: {card1}, {card2}, and {card3}. They didn't arrive together by accident.","Üç kart, sevgilim: {card1}, {card2} ve {card3}. Birlikte tesadüfen gelmediler."
"readings","readers.vespera.intros.1","{card1}, {card2}, and {card3}. Mm. The deck has chosen carefully tonight.","{card1}, {card2} ve {card3}. Hmm. Deste bu gece dikkatlice seçti."
"readings","readers.vespera.intros.2","Look — {card1}, {card2}, {card3}. A combination worth listening to.","Bak — {card1}, {card2}, {card3}. Dinlemeye değer bir kombinasyon."
"readings","readers.vespera.intros.3","{card1}, {card2}, {card3}. Settle in. These three have something to say.","{card1}, {card2}, {card3}. Rahatına bak. Bu üçünün söyleyeceği bir şey var."
"readings","readers.vespera.bridges.0","But the past is only the doorway. The present is where the work happens.","Ama geçmiş sadece bir kapı. Şimdi gerçek iş oluyor."
"readings","readers.vespera.bridges.1","From what was, to what is — pay attention here, dear.","Olandan olana — burada dikkat et, canım."
"readings","readers.vespera.futureBridges.0","And now — what's coming. The cards lean in.","Ve şimdi — gelmekte olan. Kartlar yaklaşıyor."
"readings","readers.vespera.futureBridges.1","The third card. The one we always come for.","Üçüncü kart. Hep onun için geldiğimiz."
"readings","readers.vespera.closings.0","There. Take what was given. Some of it will only make sense later.","İşte. Verileni al. Bir kısmı ancak daha sonra anlam kazanacak."
"readings","readers.vespera.closings.1","The reading is yours now. Hold it carefully.","Okuma artık senin. Onu dikkatlice tut."
"readings","readers.vespera.closings.2","That's what the cards offered. Sit with it before you move on.","Kartların sunduğu buydu. İlerlemeden önce onunla otur."
"readings","readers.vespera.pastPrefix","{card}, in the past — ","{card}, geçmişte — "
"readings","readers.vespera.presentPrefix","{card}, here in the present — ","{card}, burada şimdide — "
"readings","readers.vespera.futurePrefix","{card}, ahead of you — ","{card}, önünde — "
"readings","readers.crow.displayName","The Crow","Karga"
"readings","readers.crow.title","Reader of the Last Hour","Son Saatin Okuyucusu"
"readings","readers.crow.tagline","Sit. Don't speak. The cards already know.","Otur. Konuşma. Kartlar zaten biliyor."
"readings","readers.crow.bio","No introductions. No softening. The Crow tells you what the cards say and nothing more.","Tanıtım yok. Yumuşatma yok. Karga sana kartların söylediğini söyler, daha fazlasını değil."
"readings","readers.crow.intros.0","{card1}. {card2}. {card3}. Three cards. No accidents.","{card1}. {card2}. {card3}. Üç kart. Kaza yok."
"readings","readers.crow.intros.1","{card1}, {card2}, {card3}. Look at them.","{card1}, {card2}, {card3}. Onlara bak."
"readings","readers.crow.intros.2","Drawn: {card1}, {card2}, {card3}. They mean what they mean.","Çekildi: {card1}, {card2}, {card3}. Ne demekse onu ifade ediyorlar."
"readings","readers.crow.intros.3","{card1}. Then {card2}. Then {card3}. A sentence the universe is finishing.","{card1}. Sonra {card2}. Sonra {card3}. Evrenin bitirdiği bir cümle."
"readings","readers.crow.bridges.0","That was before. This is now.","O önceydi. Bu şimdi."
"readings","readers.crow.bridges.1","The past is fixed. The present isn't.","Geçmiş sabit. Şimdi değil."
"readings","readers.crow.futureBridges.0","Ahead.","Önde."
"readings","readers.crow.futureBridges.1","What hasn't happened yet.","Henüz olmamış olan."
"readings","readers.crow.closings.0","That's the reading.","İşte okuma."
"readings","readers.crow.closings.1","The cards are done. You aren't.","Kartlar bitti. Sen değilsin."
"readings","readers.crow.closings.2","Three cards. One direction. Go.","Üç kart. Tek yön. Git."
"readings","readers.crow.pastPrefix","{card}. Past: ","{card}. Geçmiş: "
"readings","readers.crow.presentPrefix","{card}. Now: ","{card}. Şimdi: "
"readings","readers.crow.futurePrefix","{card}. Coming: ","{card}. Gelen: "
"readings","readers.reginald.displayName","Reginald Ash","Reginald Ash"
"readings","readers.reginald.title","Reluctant Practitioner, Est. 1847","İsteksiz Pratisyen, 1847'den Beri"
"readings","readers.reginald.tagline","Fine. Sit down. Let's get this over with.","Peki. Oturun. Şunu bitirelim."
"readings","readers.reginald.bio","Has been reading cards for longer than he cares to discuss. Takes the work seriously, takes most querents less so. You'll get the truth — phrased exactly as he sees fit.","Konuşmak istemeyeceği kadar uzun süredir kart okuyor. İşi ciddiye alır, çoğu danışanı o kadar da değil. Gerçeği alacaksınız — tam olarak kendi uygun gördüğü şekilde ifade edilmiş."
"readings","readers.reginald.intros.0","Right. {card1}, {card2}, {card3}. I've seen this combination before. It still means something. Let's proceed.","Pekâlâ. {card1}, {card2}, {card3}. Bu kombinasyonu daha önce gördüm. Hâlâ bir şey ifade ediyor. Devam edelim."
"readings","readers.reginald.intros.1","{card1}, {card2}, and {card3}. A spread with actual substance, for once.","{card1}, {card2} ve {card3}. Bir kez olsun gerçek içeriği olan bir açılım."
"readings","readers.reginald.intros.2","{card1}, {card2}, {card3}. Don't ask if it's good news. Just listen.","{card1}, {card2}, {card3}. İyi haber mi olduğunu sormayın. Sadece dinleyin."
"readings","readers.reginald.intros.3","Hm. {card1}, then {card2}, then {card3}. Brace yourself — this one earns its fee.","Hmm. {card1}, sonra {card2}, sonra {card3}. Kendinizi hazırlayın — bu ücretini hak ediyor."
"readings","readers.reginald.bridges.0","The past is finished, despite its habit of pretending otherwise. Onward.","Geçmiş bitti, aksini iddia etme alışkanlığına rağmen. İleri."
"readings","readers.reginald.bridges.1","Yes, yes, that was then. The present is more pressing.","Evet, evet, o oydu. Şimdi daha acil."
"readings","readers.reginald.futureBridges.0","And now — the future. The part you actually came for.","Ve şimdi — gelecek. Aslında geldiğiniz kısım."
"readings","readers.reginald.futureBridges.1","The third card. Try to look composed.","Üçüncü kart. Toplu görünmeye çalışın."
"readings","readers.reginald.closings.0","That's the reading. Take it seriously or don't — but at least now you've been told.","İşte okuma. Ciddiye alın ya da almayın — ama en azından söylendi."
"readings","readers.reginald.closings.1","Done. You'll do what you'll do. Most people do.","Bitti. Yapacağınızı yapacaksınız. Çoğu insan yapar."
"readings","readers.reginald.closings.2","There. Free of theatrics, as promised. You may show yourself out.","İşte. Söz verildiği gibi dramasız. Kendinize yol gösterebilirsiniz."
"readings","readers.reginald.pastPrefix","{card}, in the past — and frankly, this explains a great deal: ","{card}, geçmişte — ve açıkçası, bu pek çok şeyi açıklıyor: "
"readings","readers.reginald.presentPrefix","{card}, in the present. This is, I'm afraid, where you live: ","{card}, şimdide. Bu, korkarım, yaşadığınız yer: "
"readings","readers.reginald.futurePrefix","{card}, ahead. I won't soften it: ","{card}, önde. Yumuşatmayacağım: "
"plans","plans.FREE.name","Free","Ücretsiz"
"plans","plans.FREE.features.0","3 readings per day","Günde 3 okuma"
"plans","plans.FREE.features.1","Resets at midnight","Gece yarısı sıfırlanır"
"plans","plans.SINGLE.name","Single reading","Tek okuma"
"plans","plans.SINGLE.features.0","One extra reading","Bir ek okuma"
"plans","plans.SINGLE.features.1","No subscription","Abonelik yok"
"plans","plans.MONTHLY.name","Monthly","Aylık"
"plans","plans.MONTHLY.features.0","Unlimited readings","Sınırsız okuma"
"plans","plans.MONTHLY.features.1","Reading history","Okuma geçmişi"
"plans","plans.MONTHLY.features.2","Choose your deck","Destenizi seçin"
"plans","plans.MONTHLY.features.3","Choose your diviner","Falcınızı seçin"
"plans","plans.MONTHLY.features.4","Long-form interpretations","Uzun soluklu yorumlar"
"plans","plans.MONTHLY.features.5","Daily card email","Günlük kart e-postası"
"plans","plans.MONTHLY.features.6","Export readings as PDF","Okumaları PDF olarak dışa aktarın"
"plans","plans.MONTHLY.features.7","Favorites & personal notes","Favoriler ve kişisel notlar"
"plans","plans.MONTHLY.features.8","Reminder notifications","Hatırlatma bildirimleri"
"plans","plans.MONTHLY.features.9","Ad-free","Reklamsız"
"plans","plans.YEARLY.name","Yearly","Yıllık"
"plans","plans.YEARLY.features.0","Everything in Monthly","Aylıktaki her şey"
"plans","plans.YEARLY.features.1","Save 58% vs monthly","Aylığa göre %58 tasarruf"
"plans","plans.YEARLY.features.2","Exclusive seasonal decks","Özel mevsimlik desteler"
"plans","plans.YEARLY.features.3","Early access to new diviners & decks","Yeni falcı ve destelere erken erişim"
"disclaimers","disclaimers.ageConfirm","I confirm I am 18 years of age or older.","18 yaşında veya daha büyük olduğumu onaylıyorum."
"disclaimers","disclaimers.entertainmentShort","For entertainment purposes only. Not a substitute for professional advice.","Yalnızca eğlence amaçlıdır. Profesyonel tavsiye yerine geçmez."
"disclaimers","disclaimers.entertainmentFull","This service is provided for entertainment purposes only. Tarot readings should not be used as a substitute for professional medical, legal, financial, or psychological advice.","Bu hizmet yalnızca eğlence amaçlı sunulmaktadır. Tarot okumaları, profesyonel tıbbi, hukuki, finansal veya psikolojik tavsiye yerine kullanılmamalıdır."
"disclaimers","disclaimers.ageRequiredError","You must confirm you are 18 or older to continue.","Devam etmek için 18 yaşında veya daha büyük olduğunuzu onaylamanız gerekir."
"seo","seo.siteName","The Veil","The Veil"
"seo","seo.home.metaTitle","Free Tarot Reading — Online Mystical Tarot App","Ücretsiz Tarot Falı — Mistik Online Tarot Uygulaması"
"seo","seo.home.metaDescription","Unveil the mysteries of your future with our mystical tarot reading app. Free daily readings, multiple decks, and personal readers.","Geleceğinizin gizemlerini mistik tarot uygulamamızla keşfedin. Ücretsiz günlük okumalar, farklı desteler ve kişisel tarot okuyucuları."
"seo","seo.home.keywords","tarot, free tarot reading, online tarot, tarot cards, tarot reading app, daily tarot","tarot, ücretsiz tarot falı, online tarot, tarot kartları, tarot uygulaması"
"seo","seo.decks.metaTitle","Choose Your Tarot Deck","Tarot Destenizi Seçin"
"seo","seo.decks.metaDescription","Pick your favorite tarot deck — Rider-Waite, Klimt, or Gothic-Vintage. Each deck reshapes the visual story of your reading.","Favori tarot destenizi seçin — Rider-Waite, Klimt veya Gothic-Vintage. Her deste okumanızın görsel hikâyesini yeniden şekillendirir."
"seo","seo.decks.keywords","tarot deck, rider-waite, klimt tarot, gothic tarot, tarot card deck","tarot destesi, rider-waite, klimt tarot, gothic tarot, tarot kartı"
"seo","seo.subscription.metaTitle","Subscription Plans","Abonelik Planları"
"seo","seo.subscription.metaDescription","Unlock unlimited readings, premium decks, and exclusive readers with a Tarot subscription.","Tarot aboneliğiyle sınırsız okumaların, premium destelerin ve özel okuyucuların kilidini açın."
"seo","seo.subscription.keywords","tarot subscription, unlimited tarot readings, premium tarot, tarot pricing","tarot aboneliği, sınırsız tarot falı, premium tarot, tarot fiyatları"
"seo","seo.profile.metaTitle","Your Mystic Profile","Mistik Profiliniz"
"seo","seo.profile.metaDescription","Manage your account, readings, and preferences.","Hesabınızı, okumalarınızı ve tercihlerinizi yönetin."
"contact","contact.metaTitle","Contact The Veil","The Veil ile İletişim"
"contact","contact.metaDescription","Reach out to The Veil — questions, data requests, legal notices.","The Veil ile iletişime geçin — sorular, veri talepleri, hukuki bildirimler."
"contact","contact.heading","Contact","İletişim"
"contact","contact.intro","Send a message and we'll get back to you. For data-protection requests (export, deletion, correction), pick the matching category so it routes to the right inbox.","Bize bir mesaj gönderin, size geri dönelim. Veri koruma talepleri (dışa aktarma, silme, düzeltme) için doğru gelen kutusuna yönlendirilmesi amacıyla ilgili kategoriyi seçin."
"contact","contact.fields.name","Name","Ad"
"contact","contact.fields.email","Email","E-posta"
"contact","contact.fields.category","Reason","Neden"
"contact","contact.fields.message","Message","Mesaj"
"contact","contact.placeholders.name","Your name","Adınız"
"contact","contact.placeholders.email","you@example.com","siz@ornek.com"
"contact","contact.placeholders.message","Tell us what's on your mind.","Aklınızdan geçenleri bize anlatın."
"contact","contact.categories.general","General question","Genel soru"
"contact","contact.categories.dsar_access","Export my data","Verilerimi dışa aktar"
"contact","contact.categories.dsar_delete","Delete my data","Verilerimi sil"
"contact","contact.categories.dsar_correct","Correct my data","Verilerimi düzelt"
"contact","contact.categories.legal_ip","Legal, copyright, or subscription cancellation","Hukuki konular, telif hakkı veya abonelik iptali"
"contact","contact.categories.other","Other","Diğer"
"contact","contact.submit","Send message","Mesaj gönder"
"contact","contact.submitting","Sending…","Gönderiliyor…"
"contact","contact.success","Thanks — your message is on its way. We'll reply to the email you provided.","Teşekkürler — mesajınız yola çıktı. Belirttiğiniz e-posta adresine yanıt vereceğiz."
"contact","contact.errorGeneric","Something went wrong sending your message. Please try again in a moment.","Mesajınız gönderilirken bir sorun oluştu. Lütfen birazdan tekrar deneyin."
"contact","contact.errors.nameRequired","Please enter your name.","Lütfen adınızı girin."
"contact","contact.errors.nameTooLong","Name must be 100 characters or fewer.","Ad en fazla 100 karakter olabilir."
"contact","contact.errors.emailRequired","Please enter your email.","Lütfen e-postanızı girin."
"contact","contact.errors.emailInvalid","Please enter a valid email address.","Lütfen geçerli bir e-posta adresi girin."
"contact","contact.errors.categoryRequired","Please pick a reason.","Lütfen bir neden seçin."
"contact","contact.errors.messageRequired","Please write a message.","Lütfen bir mesaj yazın."
"contact","contact.errors.messageTooShort","Message must be at least 10 characters.","Mesaj en az 10 karakter olmalıdır."
"contact","contact.errors.messageTooLong","Message must be 5000 characters or fewer.","Mesaj en fazla 5000 karakter olabilir."
"payment","payment.confirmingTitle","Confirming your payment","Ödemeniz onaylanıyor"
"payment","payment.confirmingMessage","Hang tight — we're confirming your payment with the bank. This can take a moment; please don't close this page.","Lütfen bekleyin — ödemenizi bankayla onaylıyoruz. Bu biraz zaman alabilir; lütfen bu sayfayı kapatmayın."
"payment","payment.creditAddedTitle","Reading credit added","Okuma kredisi eklendi"
"payment","payment.creditAddedMessage","Your payment is confirmed. You now have {count, plural, one {# reading credit} other {# reading credits}}.","Ödemeniz onaylandı. Artık {count, plural, one {# okuma krediniz} other {# okuma krediniz}} var."
"payment","payment.subActiveTitle","Subscription active","Abonelik etkin"
"payment","payment.subActiveMonthly","Your monthly subscription is now active. Enjoy The Veil.","Aylık aboneliğiniz artık etkin. Perde'nin tadını çıkarın."
"payment","payment.subActiveYearly","Your yearly subscription is now active. Enjoy The Veil.","Yıllık aboneliğiniz artık etkin. Perde'nin tadını çıkarın."
"payment","payment.confirmedTitle","Payment confirmed","Ödeme onaylandı"
"payment","payment.confirmedMonthly","Your monthly subscription is active.","Aylık aboneliğiniz etkin."
"payment","payment.confirmedYearly","Your yearly subscription is active.","Yıllık aboneliğiniz etkin."
"payment","payment.confirmedWithCredits","Your payment is confirmed. You have {count, plural, one {# reading credit} other {# reading credits}}.","Ödemeniz onaylandı. {count, plural, one {# okuma krediniz} other {# okuma krediniz}} var."
"payment","payment.confirmedGeneric","Your payment is confirmed.","Ödemeniz onaylandı."
"payment","payment.failedTitle","Payment not completed","Ödeme tamamlanmadı"
"payment","payment.failedMessage","Your payment didn't go through, so nothing was charged. You can try again whenever you're ready.","Ödemeniz gerçekleşmedi, bu yüzden hesabınızdan bir şey çekilmedi. Hazır olduğunuzda tekrar deneyebilirsiniz."
"payment","payment.signedOutTitle","Sign in to view your payment","Ödemenizi görmek için giriş yapın"
"payment","payment.signedOutMessage","We couldn't read your account. Sign in to The Veil to see your latest status.","Hesabınızı okuyamadık. En son durumunuzu görmek için Perde'ye giriş yapın."
"payment","payment.processingTitle","Still confirming","Hâlâ onaylanıyor"
"payment","payment.processingMessage","Your payment is still being confirmed by the bank — this can take a little while. Your purchase will be applied automatically once it clears, and you won't be charged again. Check again below, or come back shortly; if you start a reading before it clears you may briefly be asked to subscribe — just try again in a moment.","Ödemeniz banka tarafından hâlâ onaylanıyor — bu biraz zaman alabilir. Satın alımınız onaylandığında otomatik olarak uygulanacak ve tekrar ücretlendirilmeyeceksiniz. Aşağıdan tekrar kontrol edin veya kısa süre sonra geri dönün; onaylanmadan önce bir okumaya başlarsanız kısa bir süre için abone olmanız istenebilir — birazdan tekrar deneyin."
"payment","payment.checkAgain","Check again","Tekrar kontrol et"
"payment","payment.returnLink","Return to The Veil","Perde'ye dön"
"greetings","greetings.returned","You have returned, {name}.","Geri döndünüz, {name}."
"greetings","greetings.circleComplete","The circle is complete, {name}.","Çember tamamlandı, {name}."
"greetings","greetings.fold","Welcome back to the fold, {name}.","Aramıza tekrar hoş geldiniz, {name}."
"greetings","greetings.beginsAgain","Ah. {name}. So it begins again.","Ah. {name}. Demek yeniden başlıyor."
"greetings","greetings.theyAlwaysDo","You came back, {name}. They always do.","Geri geldiniz, {name}. Hep gelirler."
"greetings","greetings.feltYouComing","We felt you coming, {name}.","Geldiğinizi hissettik, {name}."
"greetings","greetings.enterFreely","Enter freely, {name}. And of your own will.","Kendi özgür iradenizle girin, {name}. Ve kendi arzunuzla."
"greetings","greetings.othersWereWrong","The others said you wouldn't return, {name}. They were wrong.","Diğerleri dönmeyeceğinizi söyledi, {name}. Yanıldılar."
"greetings","greetings.asForetold","{name}. Again. As foretold.","{name}. Yine. Kehanette olduğu gibi."
"greetings","greetings.seatKeptWarm","Your seat was kept warm, {name}.","Yeriniz sıcak tutuldu, {name}."
"greetings","greetings.rightOnTime","Right on time, {name}. As if you had a choice.","Tam zamanında, {name}. Sanki bir seçeneğiniz varmış gibi."
"greetings","greetings.signsCorrect","The signs were correct. Welcome, {name}.","İşaretler doğruydu. Hoş geldiniz, {name}."
"greetings","greetings.somethingStirred","Something stirred when you arrived, {name}.","Siz geldiğinizde bir şeyler kıpırdandı, {name}."
"greetings","greetings.nobodyLeaves","Welcome, {name}. Nobody really leaves.","Hoş geldiniz, {name}. Aslında kimse gerçekten ayrılmaz."
"greetings","greetings.findsYouAnyway","Step into the light, {name}. Or don't. It finds you anyway.","Işığa adım atın, {name}. Ya da atmayın. O sizi zaten bulur."
"greetings","greetings.ritualResumes","The ritual resumes, {name}.","Ayin devam ediyor, {name}."
"greetings","greetings.weAlwaysKnow","{name}. We always know when you're coming.","{name}. Geleceğinizi her zaman biliriz."
"greetings","greetings.anonReturned","You have returned.","Geri döndünüz."
"greetings","greetings.anonCircleComplete","The circle is complete.","Çember tamamlandı."
"greetings","greetings.anonBeginsAgain","Ah. So it begins again.","Ah. Demek yeniden başlıyor."
"greetings","greetings.anonFeltYouComing","We felt you coming.","Geldiğinizi hissettik."
"greetings","greetings.anonNobodyLeaves","Welcome back. Nobody really leaves.","Tekrar hoş geldiniz. Aslında kimse gerçekten ayrılmaz."
"ui","ui.profileTitle","What the Veil Knows About You","[TRANSLATE] What the Veil Knows About You"
"ui","ui.profileName","The Name You Gave","[TRANSLATE] The Name You Gave"
"ui","ui.profileEmail","Your Tether to the Living","[TRANSLATE] Your Tether to the Living"
"ui","ui.profilePlan","Your Station in the Order","[TRANSLATE] Your Station in the Order"
"ui","ui.profileCredits","Fates Remaining","[TRANSLATE] Fates Remaining"
"ui","ui.profileDeck","The Cards You Trust","[TRANSLATE] The Cards You Trust"
"ui","ui.profileReader","Who Reads For You","[TRANSLATE] Who Reads For You"
"ui","ui.profileLanguage","Your Tongue","[TRANSLATE] Your Tongue"
"ui","ui.profilePassword","The Seal","[TRANSLATE] The Seal"
"ui","ui.profileBreakSeal","Break the Seal, Set a New One","[TRANSLATE] Break the Seal, Set a New One"
"ui","ui.profileForgeSeal","Forge the Seal, Set a New One","[TRANSLATE] Forge the Seal, Set a New One"
"ui","ui.profileAvatar","The Face You Wear","[TRANSLATE] The Face You Wear"
"ui","ui.profilePictureAria","Profile picture","[TRANSLATE] Profile picture"
"ui","ui.avatarTooLarge","Too heavy a likeness — keep it under 2 MB.","[TRANSLATE] Too heavy a likeness — keep it under 2 MB."
"ui","ui.avatarBadType","That form won't hold — use PNG, JPG, or WebP.","[TRANSLATE] That form won't hold — use PNG, JPG, or WebP."
"ui","ui.avatarUploadFailed","The Veil refused it. Try again.","[TRANSLATE] The Veil refused it. Try again."
