"namespace","key","English (source — do not edit)","Norwegian (edit this column)"
"readings","readers.reginald.tagline","Fine. Sit down. Let's get this over with.","Greit. Sett deg. La oss bli ferdige med dette."
"readings","readers.reginald.bio","Has been reading cards for longer than he cares to discuss. Takes the work seriously, takes most querents less so. You'll get the truth — phrased exactly as he sees fit.","Har lest kort lenger enn han orker å diskutere. Tar arbeidet på alvor, tar de fleste spørrere mindre alvorlig. Du får sannheten — formulert akkurat slik han ser det."
"readings","readers.reginald.intros.0","Right. {card1}, {card2}, {card3}. I've seen this combination before. It still means something. Let's proceed.","Greit. {card1}, {card2}, {card3}. Jeg har sett denne kombinasjonen før. Den betyr fortsatt noe. La oss fortsette."
"readings","readers.reginald.intros.1","{card1}, {card2}, and {card3}. A spread with actual substance, for once.","{card1}, {card2} og {card3}. En legging med faktisk substans, for en gangs skyld."
"readings","readers.reginald.intros.2","{card1}, {card2}, {card3}. Don't ask if it's good news. Just listen.","{card1}, {card2}, {card3}. Ikke spør om det er gode nyheter. Bare lytt."
"readings","readers.reginald.intros.3","Hm. {card1}, then {card2}, then {card3}. Brace yourself — this one earns its fee.","Hm. {card1}, så {card2}, så {card3}. Forbered deg — denne fortjener honoraret."
"readings","readers.reginald.bridges.0","The past is finished, despite its habit of pretending otherwise. Onward.","Fortiden er over, til tross for dens vane med å late som noe annet. Videre."
"readings","readers.reginald.bridges.1","Yes, yes, that was then. The present is more pressing.","Ja, ja, det var den gang. Nåtiden er mer presserende."
"readings","readers.reginald.futureBridges.0","And now — the future. The part you actually came for.","Og nå — fremtiden. Den delen du faktisk kom for."
"readings","readers.reginald.futureBridges.1","The third card. Try to look composed.","Det tredje kortet. Prøv å se fattet ut."
"readings","readers.reginald.closings.0","That's the reading. Take it seriously or don't — but at least now you've been told.","Det er leggingen. Ta den alvorlig eller la være — men nå er du i det minste blitt fortalt."
"readings","readers.reginald.closings.1","Done. You'll do what you'll do. Most people do.","Ferdig. Du gjør det du gjør. De fleste gjør det."
"readings","readers.reginald.closings.2","There. Free of theatrics, as promised. You may show yourself out.","Så. Fritt for teater, som lovet. Du kan vise deg selv ut."
"readings","readers.reginald.pastPrefix","{card}, in the past — and frankly, this explains a great deal: ","{card}, i fortiden — og ærlig talt, dette forklarer mye: "
"readings","readers.reginald.presentPrefix","{card}, in the present. This is, I'm afraid, where you live: ","{card}, i nåtiden. Dette er, dessverre, der du befinner deg: "
"readings","readers.reginald.futurePrefix","{card}, ahead. I won't soften it: ","{card}, fremover. Jeg skal ikke pynte på det: "
"plans","plans.FREE.name","Free","Gratis"
"plans","plans.FREE.features.0","3 readings per day","3 tolkninger per dag"
"plans","plans.FREE.features.1","Resets at midnight","Nullstilles ved midnatt"
"plans","plans.SINGLE.name","Single reading","Enkelttolkning"
"plans","plans.SINGLE.features.0","One extra reading","Én ekstra tolkning"
"plans","plans.SINGLE.features.1","No subscription","Ingen abonnement"
"plans","plans.MONTHLY.name","Monthly","Månedlig"
"plans","plans.MONTHLY.features.0","Unlimited readings","Ubegrensede tolkninger"
"plans","plans.MONTHLY.features.1","Reading history","Tolkningshistorikk"
"plans","plans.MONTHLY.features.2","Choose your deck","Velg din kortstokk"
"plans","plans.MONTHLY.features.3","Choose your diviner","Velg din spåkvinne"
"plans","plans.MONTHLY.features.4","Long-form interpretations","Utdypende tolkninger"
"plans","plans.MONTHLY.features.5","Daily card email","Daglig kort på e-post"
"plans","plans.MONTHLY.features.6","Export readings as PDF","Eksporter tolkninger som PDF"
"plans","plans.MONTHLY.features.7","Favorites & personal notes","Favoritter og personlige notater"
"plans","plans.MONTHLY.features.8","Reminder notifications","Påminningsvarslinger"
"plans","plans.MONTHLY.features.9","Ad-free","Reklamefritt"
"plans","plans.YEARLY.name","Yearly","Årlig"
"plans","plans.YEARLY.features.0","Everything in Monthly","Alt i Månedlig"
"plans","plans.YEARLY.features.1","Save 58% vs monthly","Spar 58% mot månedlig"
"plans","plans.YEARLY.features.2","Exclusive seasonal decks","Eksklusive sesongkortstokker"
"plans","plans.YEARLY.features.3","Early access to new diviners & decks","Tidlig tilgang til nye spåkvinner og kortstokker"
"disclaimers","disclaimers.ageConfirm","I confirm I am 18 years of age or older.","Jeg bekrefter at jeg er 18 år eller eldre."
"disclaimers","disclaimers.entertainmentShort","For entertainment purposes only. Not a substitute for professional advice.","Kun for underholdningsformål. Ikke en erstatning for profesjonell rådgivning."
"disclaimers","disclaimers.entertainmentFull","This service is provided for entertainment purposes only. Tarot readings should not be used as a substitute for professional medical, legal, financial, or psychological advice.","Denne tjenesten leveres kun for underholdningsformål. Tarotlesninger skal ikke brukes som erstatning for profesjonell medisinsk, juridisk, finansiell eller psykologisk rådgivning."
"disclaimers","disclaimers.ageRequiredError","You must confirm you are 18 or older to continue.","Du må bekrefte at du er 18 år eller eldre for å fortsette."
"seo","seo.siteName","The Veil","The Veil"
"seo","seo.home.metaTitle","Free Tarot Reading — Online Mystical Tarot App","Gratis tarotlesning — mystisk tarot-app på nett"
"seo","seo.home.metaDescription","Unveil the mysteries of your future with our mystical tarot reading app. Free daily readings, multiple decks, and personal readers.","Avdekk mysteriene i din fremtid med vår mystiske tarot-app. Gratis daglige lesninger, flere kortstokker og personlige tarotlesere."
"seo","seo.home.keywords","tarot, free tarot reading, online tarot, tarot cards, tarot reading app, daily tarot","tarot, gratis tarotlesning, tarot på nett, tarotkort, tarot-app, daglig tarot"
"seo","seo.decks.metaTitle","Choose Your Tarot Deck","Velg din tarotkortstokk"
"seo","seo.decks.metaDescription","Pick your favorite tarot deck — Rider-Waite, Klimt, or Gothic-Vintage. Each deck reshapes the visual story of your reading.","Velg din favorittkortstokk — Rider-Waite, Klimt eller Gothic-Vintage. Hver stokk endrer den visuelle historien i din lesning."
"seo","seo.decks.keywords","tarot deck, rider-waite, klimt tarot, gothic tarot, tarot card deck","tarotkortstokk, rider-waite, klimt tarot, gothic tarot, tarotkort"
"seo","seo.subscription.metaTitle","Subscription Plans","Abonnement"
"seo","seo.subscription.metaDescription","Unlock unlimited readings, premium decks, and exclusive readers with a Tarot subscription.","Lås opp ubegrensede lesninger, premium-kortstokker og eksklusive tarotlesere med et Tarot-abonnement."
"seo","seo.subscription.keywords","tarot subscription, unlimited tarot readings, premium tarot, tarot pricing","tarot abonnement, ubegrensede tarotlesninger, premium tarot, tarot priser"
"seo","seo.profile.metaTitle","Your Mystic Profile","Din mystiske profil"
"seo","seo.profile.metaDescription","Manage your account, readings, and preferences.","Administrer kontoen, lesningene og preferansene dine."
"contact","contact.metaTitle","Contact The Veil","Kontakt The Veil"
"contact","contact.metaDescription","Reach out to The Veil — questions, data requests, legal notices.","Ta kontakt med The Veil — spørsmål, dataforespørsler, juridiske henvendelser."
"contact","contact.heading","Contact","Kontakt"
"contact","contact.intro","Send a message and we'll get back to you. For data-protection requests (export, deletion, correction), pick the matching category so it routes to the right inbox.","Send oss en melding, så svarer vi deg. For personvernforespørsler (eksport, sletting, retting) velger du riktig kategori slik at den havner i rett innboks."
"contact","contact.fields.name","Name","Navn"
"contact","contact.fields.email","Email","E-post"
"contact","contact.fields.category","Reason","Årsak"
"contact","contact.fields.message","Message","Melding"
"contact","contact.placeholders.name","Your name","Navnet ditt"
"contact","contact.placeholders.email","you@example.com","deg@eksempel.no"
"contact","contact.placeholders.message","Tell us what's on your mind.","Fortell oss hva du tenker på."
"contact","contact.categories.general","General question","Generelt spørsmål"
"contact","contact.categories.dsar_access","Export my data","Eksporter dataene mine"
"contact","contact.categories.dsar_delete","Delete my data","Slett dataene mine"
"contact","contact.categories.dsar_correct","Correct my data","Rett dataene mine"
"contact","contact.categories.legal_ip","Legal, copyright, or subscription cancellation","Juridisk, opphavsrett eller oppsigelse av abonnement"
"contact","contact.categories.other","Other","Annet"
"contact","contact.submit","Send message","Send melding"
"contact","contact.submitting","Sending…","Sender…"
"contact","contact.success","Thanks — your message is on its way. We'll reply to the email you provided.","Takk — meldingen din er på vei. Vi svarer til e-postadressen du oppga."
"contact","contact.errorGeneric","Something went wrong sending your message. Please try again in a moment.","Noe gikk galt under sending av meldingen. Prøv igjen om et øyeblikk."
"contact","contact.errors.nameRequired","Please enter your name.","Skriv inn navnet ditt."
"contact","contact.errors.nameTooLong","Name must be 100 characters or fewer.","Navnet kan ikke være lengre enn 100 tegn."
"contact","contact.errors.emailRequired","Please enter your email.","Skriv inn e-posten din."
"contact","contact.errors.emailInvalid","Please enter a valid email address.","Skriv inn en gyldig e-postadresse."
"contact","contact.errors.categoryRequired","Please pick a reason.","Velg en årsak."
"contact","contact.errors.messageRequired","Please write a message.","Skriv en melding."
"contact","contact.errors.messageTooShort","Message must be at least 10 characters.","Meldingen må være minst 10 tegn."
"contact","contact.errors.messageTooLong","Message must be 5000 characters or fewer.","Meldingen kan ikke være lengre enn 5000 tegn."
"payment","payment.confirmingTitle","Confirming your payment","Bekrefter betalingen din"
"payment","payment.confirmingMessage","Hang tight — we're confirming your payment with the bank. This can take a moment; please don't close this page.","Hold ut — vi bekrefter betalingen din med banken. Dette kan ta et øyeblikk; ikke lukk denne siden."
"payment","payment.creditAddedTitle","Reading credit added","Lesekreditt lagt til"
"payment","payment.creditAddedMessage","Your payment is confirmed. You now have {count, plural, one {# reading credit} other {# reading credits}}.","Betalingen din er bekreftet. Du har nå {count, plural, one {# lesekreditt} other {# lesekreditter}}."
"payment","payment.subActiveTitle","Subscription active","Abonnement aktivt"
"payment","payment.subActiveMonthly","Your monthly subscription is now active. Enjoy The Veil.","Månedsabonnementet ditt er nå aktivt. Nyt Sløret."
"payment","payment.subActiveYearly","Your yearly subscription is now active. Enjoy The Veil.","Årsabonnementet ditt er nå aktivt. Nyt Sløret."
"payment","payment.confirmedTitle","Payment confirmed","Betaling bekreftet"
"payment","payment.confirmedMonthly","Your monthly subscription is active.","Månedsabonnementet ditt er aktivt."
"payment","payment.confirmedYearly","Your yearly subscription is active.","Årsabonnementet ditt er aktivt."
"payment","payment.confirmedWithCredits","Your payment is confirmed. You have {count, plural, one {# reading credit} other {# reading credits}}.","Betalingen din er bekreftet. Du har {count, plural, one {# lesekreditt} other {# lesekreditter}}."
"payment","payment.confirmedGeneric","Your payment is confirmed.","Betalingen din er bekreftet."
"payment","payment.failedTitle","Payment not completed","Betaling ikke fullført"
"payment","payment.failedMessage","Your payment didn't go through, so nothing was charged. You can try again whenever you're ready.","Betalingen din gikk ikke gjennom, så du ble ikke belastet. Du kan prøve igjen når du er klar."
"payment","payment.signedOutTitle","Sign in to view your payment","Logg inn for å se betalingen din"
"payment","payment.signedOutMessage","We couldn't read your account. Sign in to The Veil to see your latest status.","Vi kunne ikke lese kontoen din. Logg inn på Sløret for å se din nyeste status."
"payment","payment.processingTitle","Still confirming","Bekrefter fortsatt"
"payment","payment.processingMessage","Your payment is still being confirmed by the bank — this can take a little while. Your purchase will be applied automatically once it clears, and you won't be charged again. Check again below, or come back shortly; if you start a reading before it clears you may briefly be asked to subscribe — just try again in a moment.","Betalingen din bekreftes fortsatt av banken — dette kan ta litt tid. Kjøpet ditt blir lagt til automatisk når det er klarert, og du blir ikke belastet igjen. Sjekk igjen nedenfor, eller kom tilbake snart; hvis du starter en lesning før den er klarert, kan du kortvarig bli bedt om å abonnere — bare prøv igjen om et øyeblikk."
"payment","payment.checkAgain","Check again","Sjekk igjen"
"payment","payment.returnLink","Return to The Veil","Tilbake til Sløret"
